# 加成描述到Effect名称|modified_attribute_name的映射字典
# 格式: 加成描述: effect_name|modified_attr_name

## 能量炮台

xx＋ 病毒强度加成: hackingSkillVirusBonus|virusCoherence
xx＋ 遗迹分析仪和数据分析仪病毒强度加成: hackingVirusStrengthBonus|virusStrength
xx＋ 病毒强度加成: implantSetHackingVirusCoheranceEffect|implantSetHackingVirusCoherenceModifier
xx＋ 病毒强度加成: implantSetHackingVirusCoheranceModifierEffect|virusCoherence
xx＋ 遗迹分析仪和数据分析仪病毒强度加成: minigameVirusStrengthBonus|virusStrength/virusStrength
xx＋ 遗迹分析仪和数据分析仪病毒强度加成: relicVirusStrengthBonusPassive|virusStrength
xx＋ 病毒强度加成: systemVirusCoherenceBonus|virusCoherence/virusCoherence

## 工程

xx% 工程加成: OreholdCapacityMultiply|generalMiningHoldCapacity
xx% 工程加成: capacitorCapacityAddPassive|capacitorCapacity
xx% 工程加成: capacitorCapacityBonus2|capacitorCapacity
xx% 工程加成: capacitorCapacityBonus|capacitorCapacity
xx% 工程加成: capacitorCapacityMultiply|capacitorCapacity
xx% 工程加成: capacitorWarfareResistanceBonusPassive|energyWarfareResistance
xx% 工程加成: capacityAddPassive|capacity
xx% 工程加成: capitalIndustrialShipSkillLevelMiningForemanBurstRange|capitalIndustrialShipBonusMiningForemanBurstRange
xx% 工程加成: capitalMJDCapReductionSkillMultiplier|capitalMJDCapReductionBonus
xx% 工程加成: capitalRepairSystemsSkillDurationBonus|duration
xx% 工程加成: cargoAndOreHoldCapacityBonusICS1|capacity/generalMiningHoldCapacity
xx% 工程加成: cargoCapacityMultiply|capacity
xx% 工程加成: chargeBonusWarfareCharge|warfareBuff1ID/warfareBuff1Value/warfareBuff2ID/warfareBuff2Value/warfareBuff3ID/warfareBuff3Value/warfareBuff4ID/warfareBuff4Value
xx% 工程加成: controlTowerSiloCapacityBonus|capacity
xx% 工程加成: covertCynoCpuPenalty|covertCloakCPUAdd
xx% 工程加成: covertOpsCloakCpuPenalty|covertCloakCPUAdd
xx% 工程加成: covertOpsStealthBomberSiegeMissileLauncherCPUNeedBonus|cpu
xx% 工程加成: drawbackCargoCapacity|capacity
xx% 工程加成: eliteBonusElectronicAttackShipCapacitorCapacity2|capacitorCapacity
xx% 工程加成: eliteIndustrialFleetCapacity1|fleetHangarCapacity
xx% 工程加成: energyManagementCapacitorBonusPostPercentCapacityLocationShipGroupCapacitor|capacitorCapacity
xx% 工程加成: energyManagementCapacitorCapacityBonusPostPercentPassive|capacitorCapacity
xx% 工程加成: energyManagementSkillBoostCapacitorCapacityBonus|capacitorCapacityBonus
不显示的加成（需跳过）: entosisCPUPenalty|entosisCPUAdd
xx% 工程加成: exhumersBonusGeneralMiningHoldCapacity|generalMiningHoldCapacity
xx% 工程加成: exhumersSkillLevelGeneralMiningHoldCapacity|exhumersBonusGeneralMiningHoldCapacity
xx% 工程加成: freightSkillBoostCargoCapacityBonus|cargoCapacityBonus
xx% 工程加成: freighterSMACapacityBonusO1|shipMaintenanceBayCapacity
xx% 工程加成: gallenteIndustrialBonusIceHoldCapacity|specialIceHoldCapacity
xx% 工程加成: gallenteIndustrialBonusMiningHoldCapacity|generalMiningHoldCapacity
xx% 工程加成: gallenteIndustrialSkillLevelIceHoldCapacity|gallenteIndustrialBonusIceHoldCapacity
xx% 工程加成: gallenteIndustrialSkillLevelMiningHoldCapacity|gallenteIndustrialBonusMiningHoldCapacity
xx% 工程加成: gasHoldCapacityBonusEffect|specialGasHoldCapacity
xx% 工程加成: industrialCommandBonusGasHoldCapacity|specialGasHoldCapacity
xx% 工程加成: industrialCommandBonusGeneralMiningHoldCapacity|generalMiningHoldCapacity
xx% 工程加成: industrialCommandBonusIceHoldCapacity|specialIceHoldCapacity
xx% 工程加成: industrialCommandBonusShipHoldCapacity|capacity
xx% 工程加成: industrialCommandSkillLevelGasHoldCapacity|industrialCommandBonusGasHoldCapacity
xx% 工程加成: industrialCommandSkillLevelGeneralMiningHoldCapacity|industrialCommandBonusGeneralMiningHoldCapacity
xx% 工程加成: industrialCommandSkillLevelIceHoldCapacity|industrialCommandBonusIceHoldCapacity
xx% 工程加成: industrialCommandSkillLevelShipCargoCapacity|industrialCommandBonusShipCargoCapacity
xx% 工程加成: miningBargeBonusGeneralMiningHoldCapacity|generalMiningHoldCapacity
xx% 工程加成: miningBargeSkillLevelGeneralMiningHoldCapacity|miningBargeBonusGeneralMiningHoldCapacity
xx% 工程加成: miningForemanBurstBonusORECapital2|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 工程加成: miningUpgradeCPUPenaltyReductionModulesRequiringMiningUpgradePercent|cpuPenaltyPercent
xx% 工程加成: miningUpgradeCPUReductionBonus|miningUpgradeCPUReductionBonus
xx% 工程加成: minmatarIndustrialBonusGasHoldCapacity|specialGasHoldCapacity
xx% 工程加成: minmatarIndustrialSkillLevelGasHoldCapacity|minmatarIndustrialBonusGasHoldCapacity
xx% 工程加成: oreCapitalShipSkillMultiplier1|shipBonusORECapital1
xx% 工程加成: oreCapitalShipSkillMultiplier2|shipBonusORECapital2
xx% 工程加成: oreCapitalShipSkillMultiplier3|shipBonusORECapital3
xx% 工程加成: oreCapitalShipSkillMultiplier4|shipBonusORECapital4
xx% 工程加成: oreCapitalShipSkillMultiplier5|shipBonusORECapital5
xx% 工程加成: rigAdvCapComponentManufactureMaterialBonus|attributeAdvCapCompManufactureMaterialMultiplier
xx% 工程加成: rigAdvCapComponentManufactureTimeBonus|attributeAdvCapCompManufactureTimeMultiplier
xx% 工程加成: rigBasCapCompManufactureMaterialBonus|attributeBasCapCompManufactureMaterialMultiplier
xx% 工程加成: rigBasCapCompManufactureTimeBonus|attributeBasCapCompManufactureTimeMultiplier
xx% 工程加成: rigCapShipManufactureMaterialBonus|attributeCapShipManufactureMaterialMultiplier
xx% 工程加成: rigCapShipManufactureTimeBonus|attributeCapShipManufactureTimeMultiplier
xx% 工程加成: rigThukkerAdvCapCompManufactureMaterialBonus|attributeAdvCapCompManufactureMaterialMultiplier
xx% 工程加成: rigThukkerBasCapCompManufactureMaterialBonus|attributeBasCapCompManufactureMaterialMultiplier
xx% 工程加成: roleBonusIceOreMiningDurationCap|duration/duration/capacitorNeed/capacitorNeed
xx% 工程加成: setBonusChristmasCapacitorCapacity|capacitorCapacityBonus
xx% 工程加成: setBonusFlareCapacitorCapacity|capacitorCapacityBonus
xx% 工程加成: shipBonusColonyResourcesHoldCapacityUFreighter1|specialColonyResourcesHoldCapacity
xx% 工程加成: shipBonusColonyResourcesHoldCapacityUH1|specialColonyResourcesHoldCapacity
xx% 工程加成: shipBonusOreCapacityGI2|generalMiningHoldCapacity
xx% 工程加成: shipCommandBonusEffectiveMultiplierOreCapital2|commandBonusEffective
xx% 工程加成: shipConsumptionQuantityBonusIndustrialReconfigurationORECapital1|consumptionQuantity
xx% 工程加成: shipRoleBonusGeneralMiningHoldCapacity|generalMiningHoldCapacity
xx% 工程加成: skillCapitalIndustrialReconfigurationConsumptionQuantityBonus|consumptionQuantity
xx% 工程加成: skillStructureElectronicSystemsCapNeedBonus|capacitorNeed/capacitorNeed/capacitorNeed
xx% 工程加成: skillStructureEngineeringSystemsCapNeedBonus|capacitorNeed/capacitorNeed
xx% 工程加成: structureCapacitorCapacityBonus|capacitorCapacity
xx% 工程加成: structureConversionRigCapCompManTimeBonus|attributeBasCapCompManufactureTimeMultiplier/attributeEngRigTimeBonus
xx% 工程加成: structureRigEWCapacitorNeed|capacitorNeed/capacitorNeed
xx% 工程加成: structureRigPDBCapacitorNeed|capacitorNeed
xx% 工程加成: subsystemBonusAmarrCoreCapacitorCapacity|capacitorCapacity
xx% 工程加成: subsystemBonusCaldariCoreCapacitorCapacity|capacitorCapacity
xx% 工程加成: subsystemBonusMinmatarEngineeringCapacitorCapacity|capacitorCapacity
xx% 工程加成: subsystemMRARFittingReduction|mediumRemoteRepFittingMultiplier
xx% 工程加成: subsystemMRSBFittingReduction|mediumRemoteRepFittingMultiplier
xx% 工程加成: systemCapacitorCapacity|capacitorCapacity
xx% 工程加成: warfareLinkCpuPenalty|warfareLinkCPUAdd
xx% 电容回充速度加成: ammoInfluenceCapRecharge|rechargeRate
xx% 电容回充速度加成: capacitorRechargeTimeBonusPostPercentPassive|rechargeRate
xx% 电容回充速度加成: drawbackCapacitorRecharge|rechargeRate
xx% 电容回充速度加成: eliteBonusElectronicAttackShipRechargeRate2|rechargeRate
xx% 电容回充速度加成: eliteBonusGunshipCapRecharge2|rechargeRate
xx% 电容回充速度加成: energyManagementSkillBoostCapRechargeBonus|capRechargeBonus
xx% 电容回充速度加成: modifyPowerRechargeRate|rechargeRate
xx% 电容回充速度加成: rechargeRateAddPassive|rechargeRate
xx% 电容回充速度加成: setBonusChristmasCapacitorRecharge2|capRechargeBonus
xx% 电容回充速度加成: setBonusFlareCapacitorRecharge2|capRechargeBonus
xx% 电容回充速度加成: shipCapRecharge2AF|rechargeRate
xx% 电容回充速度加成: structureModifyPowerRechargeRate|rechargeRate
xx% 电容回充速度加成: subsystemBonusAmarrEngineeringCapacitorRecharge|rechargeRate
xx% 电容回充速度加成: subsystemBonusCaldariEngineeringCapacitorRecharge|rechargeRate
xx% 电容回充速度加成: subsystemBonusGallenteCoreCapacitorRecharge|rechargeRate
xx% 电容回充速度加成: subsystemBonusMinmatarCoreCapacitorRecharge|rechargeRate
xx% 电容回充速度加成: systemCapacitorRecharge|rechargeRate

## 舰队支援

xx% 指挥脉冲波效果范围加成: ExpeditionCommandSkillLevelPreMulShipBonusExpeditionCommandShip1|shipBonusSoEECS1
xx% 指挥脉冲波效果范围加成: ExpeditionCommandSkillLevelPreMulShipBonusExpeditionCommandShip2|shipBonusSoEECS2
xx% 指挥脉冲波效果范围加成: ExpeditionCommandSkillLevelPreMulShipBonusExpeditionCommandShip3|shipBonusSoEECS3
xx% 指挥脉冲波效果范围加成: ExpeditionCommandSkillLevelPreMulShipBonusExpeditionCommandShip4|shipBonusSoEECS4
xx% 指挥脉冲波效果范围加成: ExpeditionCommandSkillLevelPreMulShipBonusExpeditionCommandShip5|shipBonusSoEECS5
xx% 指挥脉冲波效果范围加成: StellianColossusWarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: cSOTrainingResearchGangSizeBonusModAddMaxResearchGangSizeShip|maxResearchGangSize
xx% 指挥脉冲波效果范围加成: cSOTrainingSkillBoostResearchGangSizeBonus|researchGangSizeBonus
xx% 指挥脉冲波效果范围加成: commandBurstReloadTimeBonus|reloadTime
xx% 指挥脉冲波效果范围加成: commandBurstStrengthSkillBonus|commandStrengthBonus
xx% 指挥脉冲波效果范围加成: commandDestroyerSkillMultiplier1|eliteBonusCommandDestroyer1
xx% 指挥脉冲波效果范围加成: commandDestroyerSkillMultiplier2|eliteBonusCommandDestroyer2
xx% 指挥脉冲波效果范围加成: commandDestroyerSkillMultiplier3|eliteBonusCommandDestroyer3
xx% 指挥脉冲波效果范围加成: commandProcessorEffect|maxGroupOnline/maxGroupActive
xx% 指挥脉冲波效果范围加成: commandShipSkillMultiplier1|eliteBonusCommandShips1
xx% 指挥脉冲波效果范围加成: commandShipSkillMultiplier2|eliteBonusCommandShips2
xx% 指挥脉冲波效果范围加成: commandShipSkillMultiplier3|eliteBonusCommandShips3
xx% 指挥脉冲波效果范围加成: commandShipSkillMultiplier4|eliteBonusCommandShips4
xx% 指挥脉冲波效果范围加成: commandshipMultiRelayEffect|maxGroupActive/maxGroupOnline
xx% 指挥脉冲波效果范围加成: dungeonMiningLaserDurationBonus|duration
xx% 指挥脉冲波效果范围加成: dziewannaRoleBonusBastionDuration|duration
xx% 指挥脉冲波效果范围加成: eliteBargeBonusIceHarvestingCycleTimeBarge3|duration
xx% 指挥脉冲波效果范围加成: eliteBargeBonusMiningDurationBarge2|duration
xx% 指挥脉冲波效果范围加成: eliteBonusCommandDestroyerInfo1|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: eliteBonusCommandDestroyerMJFGspool2|duration
xx% 指挥脉冲波效果范围加成: eliteBonusCommandDestroyerMining1|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: eliteBonusCommandDestroyerSkirmish1|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: eliteBonusCommandShipInformationCS3|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: eliteBonusCommandShipSiegeCS3|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: eliteBonusCommandShipSkirmishCS3|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: entosisDurationMultiply|duration/entosisAssistanceImpedanceMultiplier
xx% 指挥脉冲波效果范围加成: exhumersBonusGasHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: exhumersBonusIceHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: exhumersBonusOreMiningDuration|duration
xx% 指挥脉冲波效果范围加成: expeditionCommandDurationBonus|buffDuration
xx% 指挥脉冲波效果范围加成: expeditionCommandMindlink|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: expeditionCommandStrengthBonus|warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: expeditionFrigateBonusGasHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: expeditionFrigateBonusIceHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: expeditionFrigateBonusMiningLaserDuration|duration
xx% 指挥脉冲波效果范围加成: fleetCompressionLogisticsSkillLevelBonus|fleetCompressionLogisticsRangeBonus
xx% 指挥脉冲波效果范围加成: gasHarvestingCycleTimeModulesRequiringGasCloudHarvesting|duration
xx% 指挥脉冲波效果范围加成: iceHarvestCycleTimeModulesRequiringIceHarvestingOnline|duration
xx% 指挥脉冲波效果范围加成: iceHarvestCycleTimeModulesRequiringIceHarvesting|duration
xx% 指挥脉冲波效果范围加成: iceHarvesterDurationMultiplier|duration
xx% 指挥脉冲波效果范围加成: industrialCommandBonusFuelConsuptionCompactIndustrialCore|consumptionQuantity
xx% 指挥脉冲波效果范围加成: industrialCommandShipSkillLevelMultiplierICS1|shipBonusICS1
xx% 指挥脉冲波效果范围加成: industrialCommandShipSkillLevelMultiplierICS2|shipBonusICS2
xx% 指挥脉冲波效果范围加成: industrialCommandShipSkillLevelMultiplierICS3|shipBonusICS3
xx% 指挥脉冲波效果范围加成: industrialCommandShipSkillLevelMultiplierICS4|shipBonusICS4
xx% 指挥脉冲波效果范围加成: industrialCommandShipSkillLevelMultiplierICS5|shipBonusICS5
xx% 指挥脉冲波效果范围加成: industrialCommandSkillLevelFuelConsuptionCompactIndustrialCore|industrialCommandBonusFuelConsuptionCompactIndustrialCore
xx% 指挥脉冲波效果范围加成: industrialCommandSkillLevelMiningForemanBurstRange|industrialCommandBonusMiningForemanBurstRange
xx% 指挥脉冲波效果范围加成: informationCommandDurationBonus|buffDuration
xx% 指挥脉冲波效果范围加成: informationCommandMindlink|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: informationCommandStrengthBonus|warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: interceptorNullificationRoleBonus|maxTargetRangeBonus/moduleReactivationDelay/durationHighisGood/scanResolutionMultiplier
xx% 指挥脉冲波效果范围加成: miningAndIceHarvestingCycleTimeBonusPassive|duration/duration
xx% 指挥脉冲波效果范围加成: miningBargeBonusGasHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: miningBargeBonusIceHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: miningDirectorBonusCommandBonusEffective|commandBonus
xx% 指挥脉冲波效果范围加成: miningDurationMultiplierOnline|duration
xx% 指挥脉冲波效果范围加成: miningDurationMultiply|duration
xx% 指挥脉冲波效果范围加成: miningForemanBurstBonusICS2|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: miningForemanMindlink|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: miningForemanStrengthBonus|warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: miningFrigateBonusGasCloudHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: miningFrigateBonusIceHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: modifyEnergyWarfareResistance|energyWarfareResistance
xx% 指挥脉冲波效果范围加成: overloadSelfDurationBonus|duration
xx% 指挥脉冲波效果范围加成: salvagerModuleDurationReduction|duration
xx% 指挥脉冲波效果范围加成: setBonusBloodraider|durationBonus
xx% 指挥脉冲波效果范围加成: shipBonusATpropDuration|duration/duration
xx% 指挥脉冲波效果范围加成: shipBonusCarrierA4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusCarrierC4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusCarrierConcord6WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusCarrierG4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusCarrierM4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusCarrierRole1NumWarfareLinks|maxGroupActive/maxGroupOnline
xx% 指挥脉冲波效果范围加成: shipBonusCommandBurstColossus3|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusCommandDestroyerRole1DefenderBonus|moduleReactivationDelay
xx% 指挥脉冲波效果范围加成: shipBonusCommandDestroyerRole2DefenderBonus|moduleReactivationDelay
xx% 指挥脉冲波效果范围加成: shipBonusDreadnoughtG3RepairTime|duration
xx% 指挥脉冲波效果范围加成: shipBonusDreadnoughtM3RepairTime|duration
xx% 指挥脉冲波效果范围加成: shipBonusExplorationCommandStrengthDurationECS3|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusForceAuxiliaryA4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusForceAuxiliaryC4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusForceAuxiliaryG1RemoteCycleTime|duration/duration
xx% 指挥脉冲波效果范围加成: shipBonusForceAuxiliaryG4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusForceAuxiliaryM1RemoteDuration|duration/duration
xx% 指挥脉冲波效果范围加成: shipBonusForceAuxiliaryM4WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusGasCloudDurationRoleBonusOreMiningDestroyer|duration
xx% 指挥脉冲波效果范围加成: shipBonusGasCloudScoopDurationECS2|duration
xx% 指挥脉冲波效果范围加成: shipBonusIceHarvesterDurationORE3|duration
xx% 指挥脉冲波效果范围加成: shipBonusMiningDurationORE3|duration
xx% 指挥脉冲波效果范围加成: shipBonusNoctisSalvageCycle|duration
xx% 指挥脉冲波效果范围加成: shipBonusNoctisTractorCycle|duration
xx% 指挥脉冲波效果范围加成: shipBonusRole1NumWarfareLinks|maxGroupActive/maxGroupOnline
xx% 指挥脉冲波效果范围加成: shipBonusRole3NumWarfareLinks|maxGroupActive/maxGroupOnline
xx% 打捞装置运转周期降低: shipBonusSalvageCycleAF|duration
xx% 指挥脉冲波效果范围加成: shipBonusSalvageCycleCF|duration
xx% 指挥脉冲波效果范围加成: shipBonusSalvageCycleGF|duration
xx% 指挥脉冲波效果范围加成: shipBonusSalvageCycleMF|duration
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierA4BurstProjectorBonus|durationWeaponDisruptionBurstProjector
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierA5WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierC4BurstProjectorBonus|durationECMJammerBurstProjector
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierC5WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierG4BurstProjectorBonus|durationSensorDampeningBurstProjector
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierG5WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierM4BurstProjectorBonus|durationTargetIlluminationBurstProjector
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierM5WarfareLinksBonus|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: shipBonusSupercarrierRole1NumWarfareLinks|maxGroupActive/maxGroupOnline
xx% 指挥脉冲波效果范围加成: shipGasCloudDurationBonusOreDestroyer3|duration
xx% 指挥脉冲波效果范围加成: shipRoleBonusGasHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: shipRoleBonusIceHarvestingDuration|duration
xx% 指挥脉冲波效果范围加成: shipRoleBonusOreMiningDuration|duration
xx% 指挥脉冲波效果范围加成: skillBonusDoomsdayRapidFiring|duration
xx% 指挥脉冲波效果范围加成: skillMJDdurationBonus|duration
xx% 指挥脉冲波效果范围加成: skillStructureDoomsdayDurationBonus|duration
xx% 指挥脉冲波效果范围加成: skirmishCommandDurationBonus|buffDuration
xx% 指挥脉冲波效果范围加成: skirmishCommandMindlink|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: skirmishCommandStrengthBonus|warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: solarFlareShipBonusMJDSpollTimeReduction|duration
xx% 指挥脉冲波效果范围加成: specializationAsteroidDurationMultiplierEffect|duration
xx% 指挥脉冲波效果范围加成: stripMinerDurationMultiplier|duration
xx% 指挥脉冲波效果范围加成: subSystemBonusAmarrDefensiveInformationWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusAmarrDefensiveSkirmishWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusCaldariDefensiveSiegeWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusCaldariDefensiveSkirmishWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusCaldariOffensiveCommandBursts|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusGallenteDefensiveInformationWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusGallenteDefensiveSkirmishWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusGallenteOffensiveCommandBursts|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value/buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusMinmatarDefensiveSiegeWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: subSystemBonusMinmatarDefensiveSkirmishWarfare|buffDuration/warfareBuff1Value/warfareBuff2Value/warfareBuff3Value/warfareBuff4Value
xx% 指挥脉冲波效果范围加成: systemMiningCycleTimeBonus|duration

## 工业

xx% 工业加成:  oreDestroyerSkillLevelPreMulShipBonusOreDestroyerShip4|shipBonusOreDestroyer4
xx% 工业加成: amarrIndustrialSkillLevelPreMulShipBonusAI22Ship|shipBonusAI2
xx% 工业加成: amarrIndustrialSkillLevelPreMulShipBonusAI2Ship|shipBonusAI
xx% 工业加成: caldariIndustrialSkillLevelPreMulShipBonusCI2Ship|shipBonusCI2
